container_number,cont_type,pickup,dropoff,vessel,source
HACU2212195,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160594,F40,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2277591,E20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2978349,F20,HAIPHONG,VNVUT,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TGCU2019616,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1849537,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU1491382,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1947266,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2134440,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6807863,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4181025,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TACU4003160,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TACU4011798,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TACU4011611,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242476,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCKU6197520,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU7687288,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GLDU5184895,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4211650,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6807360,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4160608,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU6293128,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4240880,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900860,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DFSU1267525,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1943363,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2134374,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU1942726,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2214217,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6807246,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7791352,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901188,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7902332,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4509580,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215608,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBLU0102140,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7899619,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU8517084,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7902836,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900181,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU8688430,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5574073,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU6411923,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4221088,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4506683,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4503827,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4240200,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242922,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4240257,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4180538,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7898485,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900474,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU5318710,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7629866,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
FBLU0118444,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TCNU6134358,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7899590,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DRYU9871700,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU7265451,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7898253,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5573837,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5569713,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7792533,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4212424,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4243148,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6801079,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901676,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5574134,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215830,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901423,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5570817,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4245475,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5574160,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4243127,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900725,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5569415,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4561715,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4222485,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7791774,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4567694,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4244186,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4556991,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DLRU0098271,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4702463,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4720934,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4099642,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4306591,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4699349,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DLRU0059850,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DLRU0047823,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4204814,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DLRU0089454,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4015127,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4234887,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4486507,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4094023,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4375761,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4427525,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4294119,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4005920,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4090964,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GQRU4010655,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4107603,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DLRU0006505,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4133011,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4516345,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4733799,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4015087,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4574552,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TKRU4654257,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2213714,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2211183,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2221915,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6805428,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901017,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4216179,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4245773,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7900010,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6806300,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6807014,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4245855,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5569781,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7633629,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4222628,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4220435,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2247458,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAIU6342424,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
TRHU2451810,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU2160065,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU2139550,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7656624,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7899223,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4212682,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4215681,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4242795,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4220986,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4571755,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6807478,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4570548,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901022,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4181730,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5404039,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6803940,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4213631,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4217914,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4244381,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7654278,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU5569652,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4561700,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4211217,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7659496,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4214453,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SELU4572685,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
BEAU5404830,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
HACU4222063,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
GAOU7901932,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DALU8446737,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
DALU8446608,F20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
CAAU9098392,E20,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
SEKU6800133,F40,HAIPHONG,VNSGN,HAIAN BETA 062S,Loading list of HAIAN BETA 062S.xls
NSSU0221340,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2162788,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2214120,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2211075,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2244063,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU6301385,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2139484,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3973336,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1802719,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2212359,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1802724,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2214958,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3882869,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2241399,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2215687,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2242610,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1808511,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2137060,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2220375,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2242775,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2250256,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU1785859,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEGU3973655,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2134522,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2245985,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2137671,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU2135112,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
FCIU5982750,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2247864,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
DFSU3051978,F20,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU9081194,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BEAU4455643,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4160845,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5573204,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4240046,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7900900,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6801058,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5583054,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4222042,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4221998,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7899624,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7902060,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7792699,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
BEAU5405884,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4215700,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6806872,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4213734,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6804463,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4245726,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU5149249,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5583183,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU9081580,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6800093,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4180775,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7898042,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4216034,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6804376,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4160510,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7791985,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6804951,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
GAOU7902076,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4210756,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4216667,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4221621,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4505347,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4244231,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SELU4560581,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4181914,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAAU6413485,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU4212656,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU5569673,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
SEKU6807312,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
CAIU9395578,F40,NHĐV,HẢI AN,HAIAN ALFA,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2211795,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU2115899,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5308682,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
GLDU5468438,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCKU3748152,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
HACU2248095,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TCLU7239000,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
TRHU1781988,F20,HẢI AN,NHĐV,HAIAN DELL,Phúc Lộc - Shipside T4.26 HAP.xlsx
